Gender,Age,Department,Department_code,Years_exp,Tenure (months),Gross
0,29,Operations,3,3.666666666666666,42,142941
0,31,Tech,7,4.333333333333334,67,117331
1,30,Tech,7,4.0,38,113674
1,26,Media,2,2.666666666666666,33,126366
0,25,Other,4,2.333333333333334,13,79367
1,29,Tech,7,3.666666666666666,41,156771
0,26,Tech,7,2.666666666666666,13,94867
1,33,Other,4,5.0,61,113845
0,29,Finance,1,3.666666666666666,72,108067
1,27,Other,4,3.0,72,155272
0,35,Other,4,5.666666666666666,73,121795
0,30,Operations,3,4.0,71,190127
0,32,Other,4,4.666666666666666,72,154411
0,27,Tech,7,3.0,72,155555
0,30,Operations,3,4.0,71,156145
0,31,Other,4,4.333333333333334,72,132947
0,28,Tech,7,3.333333333333334,72,188421
1,32,Other,4,4.666666666666666,73,265483
0,32,Other,4,4.666666666666666,72,142274
1,28,Media,2,3.333333333333334,72,135504
1,28,Tech,7,3.333333333333334,72,150972
0,35,Media,2,5.666666666666666,61,263470
0,37,Sales,6,6.333333333333334,65,280110
1,28,Tech,7,3.333333333333334,15,172634
0,26,Other,4,2.666666666666666,33,81323
0,29,Tech,7,3.666666666666666,53,221828
1,30,Finance,1,4.0,50,77612
0,28,Product,5,3.333333333333334,36,117426
0,30,Engineering,0,4.0,34,171731
0,28,Media,2,3.333333333333334,10,162667
0,30,Other,4,4.0,55,139270
0,37,Engineering,0,6.333333333333334,55,186174
0,37,Other,4,6.333333333333334,55,180595
0,27,Operations,3,3.0,15,105254
0,31,Engineering,0,4.333333333333334,33,176923
1,28,Other,4,3.333333333333334,32,102059
0,31,Other,4,4.333333333333334,10,163222
1,27,Tech,7,3.0,68,133350
1,26,Media,2,2.666666666666666,25,89853
0,55,Media,2,12.333333333333332,69,513881
0,30,Tech,7,4.0,59,99538
0,29,Tech,7,3.666666666666666,24,118070
1,27,Media,2,3.0,14,150097
1,26,Tech,7,2.666666666666666,12,113081
1,30,Product,5,4.0,61,120245
0,38,Finance,1,6.666666666666666,69,108139
0,34,Tech,7,5.333333333333334,53,108966
1,30,Other,4,4.0,59,96071
0,27,Other,4,3.0,21,139008
0,26,Other,4,2.666666666666666,53,152402
1,30,Operations,3,4.0,64,175323
0,32,Operations,3,4.666666666666666,59,127834
0,29,Finance,1,3.666666666666666,23,89433
0,30,Tech,7,4.0,61,90368
0,47,Other,4,9.666666666666666,10,358000
1,27,Other,4,3.0,14,114684
0,30,Other,4,4.0,29,168783
0,27,Other,4,3.0,26,190219
0,32,Tech,7,4.666666666666666,36,200552
0,30,Operations,3,4.0,50,113309
0,30,Finance,1,4.0,33,93973
1,26,Media,2,2.666666666666666,11,104133
0,30,Other,4,4.0,15,94555
0,26,Other,4,2.666666666666666,17,117271
0,28,Tech,7,3.333333333333334,15,134162
0,28,Media,2,3.333333333333334,22,128395
0,29,Tech,7,3.666666666666666,15,115861
0,27,Other,4,3.0,11,95681
1,27,Other,4,3.0,14,119984
1,27,Other,4,3.0,37,73083
0,26,Other,4,2.666666666666666,10,114686
0,30,Tech,7,4.0,34,232542
1,27,Tech,7,3.0,23,94375
0,26,Product,5,2.666666666666666,12,74457
0,30,Tech,7,4.0,39,93015
0,27,Tech,7,3.0,41,150322
1,26,Other,4,2.666666666666666,33,84693
1,32,Other,4,4.666666666666666,48,65681
0,28,Tech,7,3.333333333333334,50,98566
0,28,Other,4,3.333333333333334,51,102047
0,31,Product,5,4.333333333333334,49,156759
0,34,Other,4,5.333333333333334,51,127754
0,28,Other,4,3.333333333333334,22,71662
0,31,Other,4,4.333333333333334,13,120275
0,34,Engineering,0,5.333333333333334,33,321483
0,30,Other,4,4.0,30,92883
0,27,Engineering,0,3.0,12,99200
0,33,Other,4,5.0,15,299277
0,28,Other,4,3.333333333333334,49,131324
1,32,Tech,7,4.666666666666666,47,79799
0,31,Other,4,4.333333333333334,48,149739
0,27,Other,4,3.0,40,86990
0,28,Other,4,3.333333333333334,40,95798
0,31,Tech,7,4.333333333333334,40,291163
0,27,Other,4,3.0,25,101450
1,34,Tech,7,5.333333333333334,12,111591
0,30,Other,4,4.0,35,152784
0,36,Tech,7,6.0,28,291357
0,26,Other,4,2.666666666666666,35,87090
1,26,Tech,7,2.666666666666666,14,121167
0,28,Other,4,3.333333333333334,19,118899
0,29,Other,4,3.666666666666666,36,61382
0,26,Engineering,0,2.666666666666666,26,108840
0,29,Tech,7,3.666666666666666,10,183248
1,31,Other,4,4.333333333333334,37,105609
0,27,Media,2,3.0,39,158611
0,27,Operations,3,3.0,41,92904
1,43,Other,4,8.333333333333334,41,168148
0,31,Engineering,0,4.333333333333334,33,85669
0,30,Tech,7,4.0,10,143800
0,26,Other,4,2.666666666666666,48,93517
1,26,Other,4,2.666666666666666,48,122087
0,28,Engineering,0,3.333333333333334,48,104810
0,27,Other,4,3.0,48,89962
1,27,Operations,3,3.0,48,93071
0,30,Other,4,4.0,48,138604
0,26,Other,4,2.666666666666666,48,133467
0,26,Other,4,2.666666666666666,48,85045
0,34,Other,4,5.333333333333334,49,207867
0,26,Tech,7,2.666666666666666,48,118115
1,32,Sales,6,4.666666666666666,37,344731
1,26,Other,4,2.666666666666666,37,93608
1,25,Other,4,2.333333333333334,48,105816
1,27,Other,4,3.0,48,113169
1,25,Media,2,2.333333333333334,48,112008
0,26,Media,2,2.666666666666666,48,99552
1,26,Other,4,2.666666666666666,48,93250
0,27,Other,4,3.0,48,103253
1,26,Tech,7,2.666666666666666,48,85372
0,28,Operations,3,3.333333333333334,48,184068
1,29,Operations,3,3.666666666666666,48,75149
1,26,Other,4,2.666666666666666,48,117409
0,28,Other,4,3.333333333333334,48,149867
1,25,Other,4,2.333333333333334,48,128196
0,28,Other,4,3.333333333333334,48,96200
0,25,Tech,7,2.333333333333334,48,103297
1,25,Other,4,2.333333333333334,48,85115
0,28,Other,4,3.333333333333334,48,105764
0,27,Other,4,3.0,48,121771
1,27,Tech,7,3.0,48,119582
1,25,Other,4,2.333333333333334,48,113985
1,25,Media,2,2.333333333333334,48,132749
1,25,Other,4,2.333333333333334,15,111100
1,25,Tech,7,2.333333333333334,48,122099
0,31,Other,4,4.333333333333334,48,111754
1,28,Other,4,3.333333333333334,48,116556
0,28,Other,4,3.333333333333334,48,121822
0,26,Other,4,2.666666666666666,48,110911
0,26,Tech,7,2.666666666666666,48,118660
0,25,Other,4,2.333333333333334,24,102843
0,37,Tech,7,6.333333333333334,35,161672
0,32,Finance,1,4.666666666666666,39,86862
1,29,Finance,1,3.666666666666666,32,79301
0,25,Engineering,0,2.333333333333334,12,100167
0,34,Other,4,5.333333333333334,26,197254
1,25,Other,4,2.333333333333334,39,87196
0,28,Other,4,3.333333333333334,22,99846
0,25,Operations,3,2.333333333333334,12,109466
0,28,Media,2,3.333333333333334,43,140477
1,27,Operations,3,3.0,35,194091
0,25,Media,2,2.333333333333334,47,146846
1,29,Engineering,0,3.666666666666666,22,97981
1,28,Other,4,3.333333333333334,47,92093
0,29,Finance,1,3.666666666666666,39,85323
0,35,Other,4,5.666666666666666,35,100368
0,31,Other,4,4.333333333333334,14,64154
0,30,Tech,7,4.0,47,185404
0,26,Other,4,2.666666666666666,35,152143
0,31,Tech,7,4.333333333333334,35,110619
1,29,Tech,7,3.666666666666666,41,109312
1,27,Other,4,3.0,23,110000
0,31,Other,4,4.333333333333334,17,159375
0,28,Media,2,3.333333333333334,30,152607
1,26,Media,2,2.666666666666666,28,131345
0,26,Engineering,0,2.666666666666666,38,116817
0,26,Other,4,2.666666666666666,13,122301
1,26,Other,4,2.666666666666666,11,93250
0,26,Tech,7,2.666666666666666,12,119033
0,26,Tech,7,2.666666666666666,31,105898
0,29,Tech,7,3.666666666666666,9,111591
0,27,Product,5,3.0,13,60500
0,26,Tech,7,2.666666666666666,11,126967
0,33,Media,2,5.0,35,346144
0,32,Sales,6,4.666666666666666,23,252196
0,41,Tech,7,7.666666666666666,29,289615
0,30,Tech,7,4.0,65,212997
0,37,Media,2,6.333333333333334,67,225454
1,31,Other,4,4.333333333333334,19,175612
0,33,Operations,3,5.0,69,99509
0,37,Other,4,6.333333333333334,69,119386
0,33,Other,4,5.0,70,115710
1,33,Other,4,5.0,37,169716
0,26,Tech,7,2.666666666666666,33,208169
0,31,Tech,7,4.333333333333334,69,369749
1,27,Tech,7,3.0,23,122829
0,30,Other,4,4.0,12,128950
0,34,Other,4,5.333333333333334,32,136342
0,30,Tech,7,4.0,14,195366
0,29,Tech,7,3.666666666666666,22,143617
0,29,Media,2,3.666666666666666,23,153702
0,44,Tech,7,8.666666666666666,37,444751
0,28,Finance,1,3.333333333333334,32,80805
0,28,Tech,7,3.333333333333334,16,127467
0,26,Operations,3,2.666666666666666,57,198587
1,34,Other,4,5.333333333333334,62,117441
0,31,Tech,7,4.333333333333334,63,133034
0,32,Other,4,4.666666666666666,61,153224
1,31,Finance,1,4.333333333333334,61,87351
0,28,Tech,7,3.333333333333334,35,227907
0,35,Tech,7,5.666666666666666,12,164239
1,30,Other,4,4.0,36,111835
1,28,Finance,1,3.333333333333334,11,81400
0,37,Other,4,6.333333333333334,63,149638
0,46,Engineering,0,9.333333333333334,38,186658
0,42,Sales,6,8.0,23,449442
0,28,Other,4,3.333333333333334,11,90250
0,31,Tech,7,4.333333333333334,21,158500
0,32,Sales,6,4.666666666666666,20,184904
0,30,Other,4,4.0,52,104313
0,28,Media,2,3.333333333333334,26,176947
0,30,Other,4,4.0,24,86903
0,36,Tech,7,6.0,29,183236
0,27,Tech,7,3.0,38,100524
1,36,Other,4,6.0,52,169141
0,32,Engineering,0,4.666666666666666,55,213898
1,28,Other,4,3.333333333333334,11,123887
0,30,Tech,7,4.0,55,350351
0,36,Other,4,6.0,52,161237
1,28,Tech,7,3.333333333333334,35,160354
0,30,Media,2,4.0,36,167346
0,35,Tech,7,5.666666666666666,54,266894
0,28,Other,4,3.333333333333334,15,147867
0,28,Media,2,3.333333333333334,23,136725
0,30,Media,2,4.0,22,158994
0,32,Tech,7,4.666666666666666,9,146800
1,29,Media,2,3.666666666666666,22,212106
0,33,Sales,6,5.0,48,237803
0,32,Other,4,4.666666666666666,49,111723
0,33,Other,4,5.0,48,155091
0,31,Tech,7,4.333333333333334,23,168070
0,29,Tech,7,3.666666666666666,20,183400
0,27,Other,4,3.0,23,100399
1,30,Tech,7,4.0,47,128369
0,29,Tech,7,3.666666666666666,36,148211
0,31,Media,2,4.333333333333334,48,224636
0,36,Tech,7,6.0,36,244715
0,31,Tech,7,4.333333333333334,30,188605
0,29,Tech,7,3.666666666666666,24,167996
0,30,Tech,7,4.0,13,158270
0,34,Other,4,5.333333333333334,49,109711
1,40,Other,4,7.333333333333334,101,296365
0,30,Other,4,4.0,48,186003
0,30,Finance,1,4.0,48,216165
0,26,Engineering,0,2.666666666666666,27,80413
1,32,Tech,7,4.666666666666666,14,164761
0,31,Other,4,4.333333333333334,49,212460
0,30,Tech,7,4.0,9,196532
0,30,Tech,7,4.0,21,215725
1,25,Media,2,2.333333333333334,15,85059
0,36,Tech,7,6.0,36,230869
0,30,Finance,1,4.0,34,80551
0,32,Other,4,4.666666666666666,31,182545
0,26,Media,2,2.666666666666666,25,93235
0,29,Engineering,0,3.666666666666666,34,170959
0,32,Product,5,4.666666666666666,46,286920
0,33,Engineering,0,5.0,45,199892
0,32,Other,4,4.666666666666666,46,168105
1,29,Sales,6,3.666666666666666,45,141769
0,30,Engineering,0,4.0,46,93871
0,30,Tech,7,4.0,20,210752
0,29,Media,2,3.666666666666666,46,156379
1,30,Other,4,4.0,24,142695
0,26,Other,4,2.666666666666666,9,123560
0,37,Engineering,0,6.333333333333334,45,345941
1,26,Other,4,2.666666666666666,24,75174
0,38,Other,4,6.666666666666666,30,224094
0,32,Other,4,4.666666666666666,45,114830
0,35,Other,4,5.666666666666666,46,184360
0,27,Other,4,3.0,21,78613
0,32,Other,4,4.666666666666666,37,236908
0,36,Other,4,6.0,46,400970
0,29,Product,5,3.666666666666666,35,114398
1,26,Other,4,2.666666666666666,35,110977
1,29,Other,4,3.666666666666666,23,88602
0,27,Other,4,3.0,35,96634
1,31,Other,4,4.333333333333334,46,116975
0,33,Engineering,0,5.0,45,358422
0,28,Finance,1,3.333333333333334,46,84996
0,34,Other,4,5.333333333333334,39,244970
1,32,Other,4,4.666666666666666,45,84724
0,50,Engineering,0,10.666666666666668,45,968178
0,39,Engineering,0,7.0,45,453088
0,32,Tech,7,4.666666666666666,13,223133
1,28,Other,4,3.333333333333334,38,164465
1,29,Other,4,3.666666666666666,34,98433
1,26,Tech,7,2.666666666666666,46,98683
1,29,Other,4,3.666666666666666,11,159667
1,26,Other,4,2.666666666666666,45,73671
0,38,Other,4,6.666666666666666,45,76504
0,28,Tech,7,3.333333333333334,46,150103
0,30,Engineering,0,4.0,45,262968
0,28,Tech,7,3.333333333333334,26,181865
0,32,Tech,7,4.666666666666666,11,162667
0,37,Engineering,0,6.333333333333334,45,334279
1,25,Media,2,2.333333333333334,10,120000
0,26,Tech,7,2.666666666666666,23,129391
0,33,Tech,7,5.0,45,164949
1,32,Tech,7,4.666666666666666,45,162399
0,29,Tech,7,3.666666666666666,11,196184
0,32,Engineering,0,4.666666666666666,26,241207
0,25,Other,4,2.333333333333334,45,105859
0,31,Tech,7,4.333333333333334,45,175771
1,25,Tech,7,2.333333333333334,13,100167
0,33,Operations,3,5.0,9,93980
0,24,Other,4,2.0,15,91968
0,26,Operations,3,2.666666666666666,21,129886
1,26,Other,4,2.666666666666666,12,97613
1,25,Other,4,2.333333333333334,10,64863
0,25,Operations,3,2.333333333333334,14,99472
0,27,Other,4,3.0,10,97613
0,24,Other,4,2.0,11,80050
0,25,Other,4,2.333333333333334,15,122261
1,25,Other,4,2.333333333333334,14,93990
0,25,Other,4,2.333333333333334,12,133487
1,24,Media,2,2.0,12,133725
0,31,Media,2,4.333333333333334,38,171056
0,33,Engineering,0,5.0,34,264179
0,25,Other,4,2.333333333333334,36,93592
0,31,Other,4,4.333333333333334,33,188562
0,26,Other,4,2.666666666666666,21,114993
0,31,Other,4,4.333333333333334,38,135772
1,27,Media,2,3.0,34,114281
1,27,Tech,7,3.0,13,77795
0,32,Media,2,4.666666666666666,13,230273
0,28,Tech,7,3.333333333333334,44,140240
0,25,Other,4,2.333333333333334,44,93852
0,35,Tech,7,5.666666666666666,44,351616
1,32,Tech,7,4.666666666666666,43,224625
0,28,Sales,6,3.333333333333334,27,90447
1,36,Sales,6,6.0,44,99948
0,33,Tech,7,5.0,44,109721
0,26,Engineering,0,2.666666666666666,25,135942
0,27,Media,2,3.0,28,79689
0,25,Other,4,2.333333333333334,13,76367
1,29,Other,4,3.666666666666666,13,173667
1,25,Operations,3,2.333333333333334,10,86283
1,27,Other,4,3.0,23,115117
0,31,Operations,3,4.333333333333334,27,112235
1,29,Finance,1,3.666666666666666,17,94576
1,25,Other,4,2.333333333333334,39,97572
0,25,Operations,3,2.333333333333334,14,106272
1,26,Other,4,2.666666666666666,14,93100
1,25,Operations,3,2.333333333333334,15,86148
0,29,Engineering,0,3.666666666666666,43,157389
1,26,Other,4,2.666666666666666,42,62908
0,26,Media,2,2.666666666666666,43,99926
1,28,Tech,7,3.333333333333334,43,92211
0,36,Other,4,6.0,43,126604
0,33,Engineering,0,5.0,39,169257
0,30,Media,2,4.0,12,119485
0,36,Tech,7,6.0,42,154986
0,31,Media,2,4.333333333333334,42,292561
0,39,Tech,7,7.0,41,169465
1,25,Other,4,2.333333333333334,22,73679
0,30,Other,4,4.0,23,122794
1,27,Media,2,3.0,41,126230
0,26,Other,4,2.666666666666666,41,72307
0,27,Other,4,3.0,13,115484
1,25,Tech,7,2.333333333333334,11,65967
1,30,Tech,7,4.0,13,88267
1,26,Tech,7,2.666666666666666,12,86283
0,35,Other,4,5.666666666666666,34,211048
0,27,Operations,3,3.0,33,99771
0,27,Media,2,3.0,23,155396
0,32,Tech,7,4.666666666666666,40,251589
0,28,Other,4,3.333333333333334,14,77383
1,25,Other,4,2.333333333333334,39,108536
0,30,Other,4,4.0,39,92161
0,39,Other,4,7.0,39,168432
1,29,Tech,7,3.666666666666666,39,114942
0,26,Other,4,2.666666666666666,39,112522
0,25,Other,4,2.333333333333334,22,98679
1,26,Operations,3,2.666666666666666,9,72400
0,28,Tech,7,3.333333333333334,17,124210
1,32,Tech,7,4.666666666666666,10,104133
0,31,Tech,7,4.333333333333334,17,128628
1,26,Other,4,2.666666666666666,14,88970
1,34,Other,4,5.333333333333334,32,101739
1,31,Tech,7,4.333333333333334,34,121428
0,34,Tech,7,5.333333333333334,22,227016
0,27,Media,2,3.0,14,75400
0,26,Other,4,2.666666666666666,28,94002
0,26,Other,4,2.666666666666666,38,109795
0,29,Engineering,0,3.666666666666666,38,160844
0,25,Operations,3,2.333333333333334,9,114349
1,27,Sales,6,3.0,13,95301
0,29,Other,4,3.666666666666666,14,107990
1,25,Other,4,2.333333333333334,22,87102
0,40,Tech,7,7.333333333333334,33,234177
0,25,Operations,3,2.333333333333334,11,101248
0,26,Other,4,2.666666666666666,37,94772
0,25,Other,4,2.333333333333334,37,89630
0,25,Operations,3,2.333333333333334,12,85642
1,27,Other,4,3.0,37,89792
0,36,Other,4,6.0,37,223968
0,26,Other,4,2.666666666666666,16,103601
0,26,Operations,3,2.666666666666666,11,84566
1,27,Tech,7,3.0,22,50355
1,24,Other,4,2.0,13,73121
1,25,Tech,7,2.333333333333334,14,85661
1,25,Other,4,2.333333333333334,36,82178
0,26,Engineering,0,2.666666666666666,36,121507
0,24,Tech,7,2.0,36,112204
1,25,Tech,7,2.333333333333334,35,67250
0,24,Media,2,2.0,36,84132
0,25,Engineering,0,2.333333333333334,36,108612
0,25,Tech,7,2.333333333333334,36,101114
0,25,Media,2,2.333333333333334,36,87949
0,24,Media,2,2.0,36,133603
1,25,Engineering,0,2.333333333333334,36,108895
0,25,Tech,7,2.333333333333334,36,82001
1,26,Media,2,2.666666666666666,36,76234
0,24,Tech,7,2.0,36,111498
1,24,Tech,7,2.0,36,104496
1,25,Other,4,2.333333333333334,36,97853
1,25,Media,2,2.333333333333334,36,114002
1,26,Other,4,2.666666666666666,9,107952
1,26,Other,4,2.666666666666666,9,85988
0,25,Tech,7,2.333333333333334,36,113708
0,29,Tech,7,3.666666666666666,36,128471
1,24,Other,4,2.0,36,80779
0,24,Media,2,2.0,36,89526
0,30,Other,4,4.0,35,194241
0,24,Tech,7,2.0,36,100350
1,24,Media,2,2.0,36,87014
0,27,Operations,3,3.0,11,114971
0,24,Other,4,2.0,10,93990
0,27,Operations,3,3.0,12,105842
0,27,Tech,7,3.0,35,71235
0,30,Sales,6,4.0,35,250110
1,26,Other,4,2.666666666666666,35,66079
1,27,Other,4,3.0,35,62947
0,29,Other,4,3.666666666666666,35,66707
0,44,Media,2,8.666666666666666,35,408674
1,28,Other,4,3.333333333333334,35,112067
0,27,Other,4,3.0,34,66379
1,27,Media,2,3.0,11,93185
0,28,Other,4,3.333333333333334,13,73977
1,24,Other,4,2.0,11,93185
1,25,Product,5,2.333333333333334,13,81178
1,27,Media,2,3.0,24,91439
0,30,Other,4,4.0,28,177688
1,27,Other,4,3.0,34,62100
0,30,Media,2,4.0,34,170548
0,28,Other,4,3.333333333333334,34,59496
0,29,Finance,1,3.666666666666666,34,85755
0,44,Tech,7,8.666666666666666,34,333490
0,27,Tech,7,3.0,10,119033
0,25,Other,4,2.333333333333334,9,70417
1,26,Media,2,2.666666666666666,32,62087
0,26,Other,4,2.666666666666666,13,88872
0,27,Other,4,3.0,12,76367
0,25,Media,2,2.333333333333334,32,73027
0,25,Media,2,2.333333333333334,32,78291
1,28,Operations,3,3.333333333333334,12,94032
1,24,Other,4,2.0,10,96185
1,28,Operations,3,3.333333333333334,11,112454
0,25,Engineering,0,2.333333333333334,11,102560
0,25,Other,4,2.333333333333334,22,91317
1,25,Other,4,2.333333333333334,23,78816
1,24,Media,2,2.0,30,89696
1,41,Other,4,7.666666666666666,10,136725
1,25,Other,4,2.333333333333334,14,84566
0,27,Other,4,3.0,14,131914
0,25,Tech,7,2.333333333333334,28,90468
0,26,Other,4,2.666666666666666,12,112259
0,23,Operations,3,1.666666666666667,15,104655
0,22,Product,5,1.333333333333333,14,76367
0,26,Other,4,2.666666666666666,26,76165
0,27,Other,4,3.0,12,106778
1,25,Tech,7,2.333333333333334,17,57287
0,29,Other,4,3.666666666666666,25,69862
1,37,Other,4,6.333333333333334,25,260309
1,25,Operations,3,2.333333333333334,9,85048
1,31,Other,4,4.333333333333334,19,218690
0,26,Tech,7,2.666666666666666,15,73236
1,24,Media,2,2.0,24,101574
1,24,Media,2,2.0,24,80754
0,24,Tech,7,2.0,24,78908
0,23,Tech,7,1.666666666666667,24,95385
0,23,Media,2,1.666666666666667,24,66850
0,24,Media,2,2.0,24,63009
0,24,Media,2,2.0,24,86402
0,23,Tech,7,1.666666666666667,24,78219
0,24,Media,2,2.0,24,66832
0,23,Media,2,1.666666666666667,24,94630
0,25,Media,2,2.333333333333334,24,66832
1,24,Media,2,2.0,24,74615
1,23,Other,4,1.666666666666667,24,60341
0,24,Other,4,2.0,24,89204
1,23,Other,4,1.666666666666667,24,80502
1,23,Other,4,1.666666666666667,24,83667
0,25,Other,4,2.333333333333334,24,97103
0,23,Media,2,1.666666666666667,24,71851
1,23,Other,4,1.666666666666667,24,89352
1,23,Other,4,1.666666666666667,24,72529
0,24,Other,4,2.0,24,67875
1,23,Other,4,1.666666666666667,24,87010
0,24,Tech,7,2.0,24,74502
0,23,Tech,7,1.666666666666667,24,84087
0,24,Media,2,2.0,24,80883
0,23,Tech,7,1.666666666666667,24,77502
0,24,Media,2,2.0,24,67608
0,24,Tech,7,2.0,24,84662
0,23,Tech,7,1.666666666666667,24,100843
0,24,Media,2,2.0,24,102652
0,24,Tech,7,2.0,24,76752
0,23,Other,4,1.666666666666667,24,74127
0,25,Media,2,2.333333333333334,24,59872
1,24,Tech,7,2.0,24,70236
0,32,Tech,7,4.666666666666666,15,172676
0,25,Other,4,2.333333333333334,11,93990
1,23,Other,4,1.666666666666667,12,99528
1,24,Other,4,2.0,22,102213
1,25,Other,4,2.333333333333334,23,107528
1,24,Tech,7,2.0,22,50355
1,28,Tech,7,3.333333333333334,22,50355
1,25,Other,4,2.333333333333334,9,101585
0,24,Other,4,2.0,10,88267
1,23,Other,4,1.666666666666667,11,54100
0,30,Tech,7,4.0,10,163222
0,26,Operations,3,2.666666666666666,9,106855
1,23,Other,4,1.666666666666667,11,46150
0,26,Other,4,2.666666666666666,11,96185
0,36,Other,4,6.0,18,262432
1,37,Other,4,6.333333333333334,18,329901
0,22,Tech,7,1.333333333333333,10,62087
0,30,Engineering,0,4.0,13,192114
0,22,Operations,3,1.333333333333333,10,103039
0,22,Engineering,0,1.333333333333333,12,73813
1,22,Engineering,0,1.333333333333333,12,65087
1,24,Media,2,2.0,12,65087
1,23,Other,4,1.666666666666667,12,73469
0,23,Tech,7,1.666666666666667,12,73813
0,23,Tech,7,1.666666666666667,12,73813
0,24,Media,2,2.0,12,73813
0,22,Media,2,1.333333333333333,12,62087
0,22,Product,5,1.333333333333333,12,84300
0,23,Media,2,1.666666666666667,12,75668
0,23,Tech,7,1.666666666666667,12,70813
0,23,Tech,7,1.666666666666667,12,73813
0,23,Tech,7,1.666666666666667,12,100468
0,23,Media,2,1.666666666666667,12,73447
0,23,Tech,7,1.666666666666667,12,73813
1,23,Tech,7,1.666666666666667,12,62087
0,24,Engineering,0,2.0,12,62087
0,23,Tech,7,1.666666666666667,12,65087
0,22,Media,2,1.333333333333333,12,65087
0,22,Other,4,1.333333333333333,12,73622
1,22,Engineering,0,1.333333333333333,12,73813
0,22,Other,4,1.333333333333333,12,73813
0,27,Operations,3,3.0,12,97067
1,23,Other,4,1.666666666666667,12,68317
0,22,Media,2,1.333333333333333,12,70813
0,21,Tech,7,1.0,12,73813
1,23,Tech,7,1.666666666666667,12,58517
1,23,Media,2,1.666666666666667,12,70813
0,28,Other,4,3.333333333333334,12,71542
0,22,Other,4,1.333333333333333,12,73813
1,22,Tech,7,1.333333333333333,12,73813
0,22,Tech,7,1.333333333333333,12,73813
0,22,Tech,7,1.333333333333333,12,73813
1,22,Media,2,1.333333333333333,12,65087
1,24,Engineering,0,2.0,12,70813
0,21,Other,4,1.0,12,70813
0,23,Other,4,1.666666666666667,12,73813
0,23,Tech,7,1.666666666666667,12,73813
0,22,Other,4,1.333333333333333,12,56628
1,23,Other,4,1.666666666666667,12,83615
0,22,Tech,7,1.333333333333333,12,70813
1,36,Tech,7,6.0,12,401881
0,22,Tech,7,1.333333333333333,12,73813
0,26,Finance,1,2.666666666666666,11,66312
0,25,Finance,1,2.333333333333334,11,66912
0,25,Tech,7,2.333333333333334,10,138867
1,30,Other,4,4.0,10,63902
1,22,Tech,7,1.333333333333333,10,62087
0,34,Other,4,5.333333333333334,9,133725
0,22,Operations,3,1.333333333333333,9,77332
1,22,Other,4,1.333333333333333,9,88686
1,39,Tech,7,7.0,25,272
0,33,Tech,7,5.0,37,2511
0,29,Tech,7,3.666666666666666,40,736
1,27,Other,4,3.0,10,148312
0,36,Other,4,6.0,55,26796
0,34,Engineering,0,5.333333333333334,40,267263
0,27,Tech,7,3.0,36,80111
0,36,Tech,7,6.0,86,895496
0,31,Tech,7,4.333333333333334,87,40890
0,26,Operations,3,2.666666666666666,56,110088
0,33,Finance,1,5.0,30,52045
0,29,Other,4,3.666666666666666,34,88934
0,27,Engineering,0,3.0,33,133224
0,29,Operations,3,3.666666666666666,15,72547
0,47,Other,4,9.666666666666666,30,227176
0,27,Finance,1,3.0,29,114641
